total_surveillance,total_surveillance,odp_completion_rate,pdp_recovery_rate,case_fatality_rate,recovery_rate,active_case_rate,suspected_to_probable_ratio,probable_to_confirmed_ratio,hospitalization_rate,severity_score,kecamatan_encoded,kecamatan_avg_cfr,kecamatan_avg_recovery,year,month,data_completeness,data_consistency_flag,id_kel,nama_kecamatan,nama_kelurahan
8,8,1.0,0.5,0.0,0.5,0.5,2.0,1.0,0.5,0.15,15,0.043,0.33,2020,5,1.0,0,3174071008,KEBAYORAN BARU,PETOGOGAN
35,35,1.0,0.75,0.2,0.0,0.8,6.5,0.8,0.4,0.26,5,0.129,0.0,2020,5,1.0,0,3172041006,CILINCING,ROROTAN
19,19,0.875,0.5,0.0,0.1428571428571428,0.8571428571428571,2.0,0.5714285714285714,0.7142857142857143,0.2142857142857142,10,0.122,0.242,2020,5,1.0,0,3173021001,GROGOL PETAMBURAN,GROGOL
21,21,1.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.6666666666666666,1.5,1.0,0.5,0.2666666666666666,15,0.043,0.33,2020,5,1.0,0,3174071002,KEBAYORAN BARU,GUNUNG
16,16,0.875,0.5,0.0,0.1666666666666666,0.8333333333333334,4.0,0.3333333333333333,0.5,0.15,42,0.106,0.03,2020,5,1.0,0,3173041006,TAMBORA,JEMBATAN BESI
31,31,1.0,0.5,0.3333333333333333,0.0,0.6666666666666666,5.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,5,0.129,0.0,2020,5,1.0,0,3172041004,CILINCING,KALI BARU
12,12,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.8333333333333334,0.25,3,0.1,0.095,2020,5,1.0,0,3173011004,CENGKARENG,KEDAUNG KALI ANGKE
6,6,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.3,15,0.043,0.33,2020,5,1.0,0,3174071003,KEBAYORAN BARU,KRAMAT PELA
9,9,1.0,0.0,0.0,0.25,0.75,0.0,0.0,0.5,0.15,15,0.043,0.33,2020,5,1.0,0,3174071001,KEBAYORAN BARU,MELAWAI
14,14,1.0,0.3333333333333333,0.0,0.25,0.75,2.333333333333333,0.75,0.25,0.075,6,0.042,0.13,2020,5,1.0,0,3175101004,CIPAYUNG,MUNJUL
14,14,1.0,1.0,0.0,0.0,1.0,2.0,0.6,1.0,0.3,32,0.056,0.121,2020,5,1.0,0,3174081003,PANCORAN,RAWA JATI
50,50,0.9333333333333332,0.5384615384615384,0.0,0.1428571428571428,0.8571428571428571,2.3076923076923075,1.8571428571428568,0.2857142857142857,0.0857142857142857,23,0.019,0.046,2020,5,1.0,0,3172031005,KOJA,TUGU SELATAN
16,16,1.0,0.0,0.1666666666666666,0.0,0.8333333333333334,2.333333333333333,0.5,0.5,0.2666666666666666,8,0.176,0.066,2020,5,1.0,0,3175071005,DUREN SAWIT,MALAKA SARI
21,21,1.0,0.4,0.0,0.0,1.0,2.2,1.0,0.6,0.18,19,0.118,0.047,2020,5,1.0,0,3171031007,KEMAYORAN,SUMUR BATU
46,46,0.9615384615384616,0.7142857142857143,0.1538461538461538,0.0769230769230769,0.7692307692307693,3.7142857142857135,0.5384615384615384,0.4615384615384615,0.2461538461538461,17,0.086,0.169,2020,5,1.0,0,3173051002,KEBON JERUK,SUKABUMI UTARA
21,21,1.0,0.5,0.1818181818181818,0.0909090909090909,0.7272727272727273,1.5,0.3636363636363636,0.4545454545454545,0.2636363636363636,24,0.1,0.089,2020,5,1.0,0,3175041002,KRAMAT JATI,KAMPUNG TENGAH
20,20,1.0,0.75,0.2,0.2,0.6,2.75,0.8,0.6,0.3199999999999999,33,0.143,0.16,2020,5,1.0,0,3174041004,PASAR MINGGU,RAGUNAN
9,9,1.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.5,1.3333333333333333,0.0,0.0,6,0.042,0.13,2020,5,1.0,0,3175101005,CIPAYUNG,SETU
8,8,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.5,0.6666666666666666,0.6666666666666666,0.1999999999999999,40,0.168,0.223,2020,5,1.0,0,3174021007,SETIA BUDI,GUNTUR
10,10,0.8333333333333334,1.0,0.3333333333333333,0.0,0.6666666666666666,6.0,0.3333333333333333,0.0,0.2333333333333333,6,0.042,0.13,2020,5,1.0,0,3175101003,CIPAYUNG,PONDOK RANGGON
6,6,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,0.0999999999999999,15,0.043,0.33,2020,5,1.0,0,3174071007,KEBAYORAN BARU,PULO
9,9,0.5,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.0,0.0,34,0.138,0.082,2020,5,1.0,0,3175051002,PASAR REBO,BARU
18,18,1.0,0.75,0.0909090909090909,0.0,0.9090909090909092,0.75,0.3636363636363636,0.8181818181818182,0.3090909090909091,35,0.112,0.06,2020,5,1.0,0,3172011002,PENJARINGAN,KAMAL MUARA
23,23,1.0,0.5,0.0714285714285714,0.1428571428571428,0.7857142857142857,3.5,0.1428571428571428,0.3571428571428571,0.1571428571428571,11,0.06,0.078,2020,5,1.0,0,3174091002,JAGAKARSA,SRENGSENG SAWAH
5,5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,28,0.184,0.04,2020,5,1.0,0,3175011005,MATRAMAN,KEBON MANGGIS
18,18,1.0,0.875,0.1428571428571428,0.0,0.8571428571428571,0.375,1.1428571428571428,0.8571428571428571,0.3571428571428571,12,0.11,0.006,2020,5,1.0,0,3175031005,JATINEGARA,CIPINANG CEMPEDAK
8,8,1.0,0.5,0.0,0.0,1.0,2.0,1.0,1.0,0.3,41,0.119,0.0,2020,5,1.0,0,3173031007,TAMAN SARI,GLODOK
6,6,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.0999999999999999,15,0.043,0.33,2020,5,1.0,0,3174071004,KEBAYORAN BARU,SELONG
59,59,0.9696969696969696,0.75,0.1,0.0,0.9,2.0625,1.6,0.4,0.19,35,0.112,0.06,2020,5,1.0,0,3172011001,PENJARINGAN,PENJARINGAN
39,39,0.9285714285714286,0.4705882352941176,0.125,0.125,0.75,0.8235294117647058,2.125,0.75,0.3125,15,0.043,0.33,2020,5,1.0,0,3174071010,KEBAYORAN BARU,CIPETE UTARA
53,53,0.9615384615384616,0.6,0.0,0.0,1.0,2.6,0.5882352941176471,0.4705882352941176,0.1411764705882353,23,0.019,0.046,2020,5,1.0,0,3172031003,KOJA,LAGOA
26,26,0.85,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.666666666666667,1.0,0.3333333333333333,0.3333333333333333,9,0.143,0.095,2020,5,1.0,0,3171011004,GAMBIR,PETOJO SELATAN
82,82,1.0,0.8181818181818182,0.0975609756097561,0.0,0.902439024390244,2.727272727272727,0.2682926829268293,0.3414634146341463,0.1707317073170731,43,0.07,0.082,2020,5,1.0,0,3171071006,TANAH ABANG,KEBON KACANG
12,12,0.8,1.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,5.0,0.1666666666666666,0.5,0.2666666666666666,42,0.106,0.03,2020,5,1.0,0,3173041005,TAMBORA,KERENDANG
16,16,1.0,0.5,0.0,0.0,1.0,6.0,1.0,0.5,0.15,13,0.134,0.136,2020,5,1.0,0,3171081003,JOHAR BARU,GALUR
16,16,0.875,0.6,0.0,0.0,1.0,1.6,1.6666666666666667,0.0,0.0,7,0.073,0.053,2020,5,1.0,0,3175091005,CIRACAS,RAMBUTAN
67,67,1.0,0.8,0.0,0.0,1.0,4.0,0.119047619047619,0.9047619047619048,0.2714285714285714,41,0.119,0.0,2020,5,1.0,0,3173031003,TAMAN SARI,MAPHAR
27,27,1.0,0.5,0.0,0.0,1.0,1.6666666666666667,0.5454545454545454,0.2727272727272727,0.0818181818181818,24,0.1,0.089,2020,5,1.0,0,3175041006,KRAMAT JATI,CILILITAN
16,16,0.875,1.0,0.0,0.0,1.0,8.0,0.1428571428571428,0.7142857142857143,0.2142857142857142,12,0.11,0.006,2020,5,1.0,0,3175031007,JATINEGARA,CIPINANG BESAR SELATAN
54,54,0.9642857142857144,0.5384615384615384,0.3846153846153846,0.0,0.6153846153846154,2.1538461538461537,1.0,0.2307692307692307,0.3384615384615385,19,0.118,0.047,2020,5,1.0,0,3171031006,KEMAYORAN,CEMPAKA BARU
11,11,1.0,0.75,0.0,0.0,1.0,0.75,1.0,0.75,0.2249999999999999,42,0.106,0.03,2020,5,1.0,0,3173041008,TAMBORA,JEMBATAN LIMA
19,19,0.8888888888888888,0.5,0.0,0.0,1.0,4.5,0.25,0.625,0.1875,24,0.1,0.089,2020,5,1.0,0,3175041003,KRAMAT JATI,DUKUH
14,14,1.0,0.4,0.0,0.0,1.0,1.6,5.0,0.0,0.0,9,0.143,0.095,2020,5,1.0,0,3171011006,GAMBIR,DURI PULO
34,34,0.96,0.6,0.25,0.0,0.75,5.0,1.25,0.5,0.3249999999999999,44,0.122,0.056,2020,5,1.0,0,3172021003,TANJUNG PRIOK,PAPANGGO
67,67,0.9622641509433962,0.4285714285714285,0.0,0.0,1.0,7.571428571428571,1.0,0.7142857142857143,0.2142857142857142,5,0.129,0.0,2020,5,1.0,0,3172041007,CILINCING,SEMPER BARAT
27,27,0.9285714285714286,1.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,3.5,0.4444444444444444,0.5555555555555556,0.3222222222222222,35,0.112,0.06,2020,5,1.0,0,3172011003,PENJARINGAN,KAPUK MUARA
40,40,1.0,0.75,0.25,0.0,0.75,2.0,3.0,0.5,0.3249999999999999,28,0.184,0.04,2020,5,1.0,0,3175011002,MATRAMAN,UTAN KAYU UTARA
102,102,0.9787234042553192,0.7647058823529411,0.0263157894736842,0.0263157894736842,0.9473684210526316,2.764705882352941,0.4473684210526316,0.4210526315789473,0.1447368421052631,2,0.118,0.097,2020,5,1.0,0,3171051001,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR
26,26,1.0,0.7142857142857143,0.0,0.0,1.0,1.5714285714285714,0.875,0.25,0.075,43,0.07,0.082,2020,5,1.0,0,3171071003,TANAH ABANG,KARET TENGSIN
59,59,1.0,0.3333333333333333,0.0,0.0,1.0,7.333333333333333,0.6666666666666666,0.6666666666666666,0.1999999999999999,5,0.129,0.0,2020,5,1.0,0,3172041001,CILINCING,CILINCING
45,45,0.9583333333333334,0.5,0.0,0.0769230769230769,0.9230769230769232,3.0,0.6153846153846154,0.5384615384615384,0.1615384615384615,23,0.019,0.046,2020,5,1.0,0,3172031006,KOJA,RAWA BADAK SELATAN
12,12,1.0,0.6666666666666666,0.0,0.0,1.0,2.6666666666666665,3.0,1.0,0.3,45,0.1,0.135,2020,5,1.0,0,3174011007,TEBET,MANGGARAI
23,23,0.9090909090909092,0.2,0.0,0.0,1.0,2.2,0.7142857142857143,0.8571428571428571,0.2571428571428571,6,0.042,0.13,2020,5,1.0,0,3175101001,CIPAYUNG,CIPAYUNG
15,15,0.8333333333333334,0.5,0.0,0.0,1.0,6.0,2.0,1.0,0.3,6,0.042,0.13,2020,5,1.0,0,3175101008,CIPAYUNG,CEGER
11,11,1.0,0.0,0.5,0.0,0.5,8.0,0.5,0.5,0.5,41,0.119,0.0,2020,5,1.0,0,3173031004,TAMAN SARI,TANGKI
44,44,0.9444444444444444,0.3333333333333333,0.1428571428571428,0.1428571428571428,0.7142857142857143,1.5,0.8571428571428571,0.2857142857142857,0.1857142857142857,30,0.072,0.109,2020,5,1.0,0,3172051001,PADEMANGAN,PADEMANGAN TIMUR
66,66,0.9166666666666666,0.6153846153846154,0.2352941176470588,0.1176470588235294,0.6470588235294118,2.769230769230769,0.7647058823529411,0.4705882352941176,0.3058823529411765,38,0.094,0.036,2020,5,1.0,0,3171021004,SAWAH BESAR,GUNUNG SAHARI UTARA
37,37,1.0,0.6666666666666666,0.1666666666666666,0.0,0.8333333333333334,2.4444444444444446,1.5,0.3333333333333333,0.2166666666666666,5,0.129,0.0,2020,5,1.0,0,3172041002,CILINCING,SUKAPURA
18,18,1.0,0.75,0.0,0.2,0.8,2.25,0.8,0.8,0.24,40,0.168,0.223,2020,5,1.0,0,3174021004,SETIA BUDI,KARET
41,41,0.9565217391304348,0.25,0.2,0.0,0.8,2.875,0.8,0.5,0.29,9,0.143,0.095,2020,5,1.0,0,3171011002,GAMBIR,CIDENG
41,41,1.0,0.375,0.0,0.0,1.0,2.5,0.6153846153846154,0.3846153846153846,0.1153846153846153,39,0.075,0.114,2020,5,1.0,0,3171041006,SENEN,BUNGUR
26,26,1.0,0.5555555555555556,0.0,0.2857142857142857,0.7142857142857143,1.1111111111111112,1.2857142857142858,0.0,0.0,45,0.1,0.135,2020,5,1.0,0,3174011004,TEBET,KEBON BARU
20,20,1.0,0.6666666666666666,0.0,0.0,1.0,3.333333333333333,0.4285714285714285,0.4285714285714285,0.1285714285714285,31,0.047,0.12,2020,5,1.0,0,3173071002,PALMERAH,SLIPI
32,32,1.0,1.0,0.0,0.0,1.0,2.2857142857142856,0.7777777777777778,0.5555555555555556,0.1666666666666666,11,0.06,0.078,2020,5,1.0,0,3174091004,JAGAKARSA,LENTENG AGUNG
37,37,1.0,0.7777777777777778,0.1333333333333333,0.0666666666666666,0.8,1.4444444444444444,0.6,0.3333333333333333,0.1933333333333333,31,0.047,0.12,2020,5,1.0,0,3173071005,PALMERAH,KEMANGGISAN
30,30,1.0,0.5,0.0,0.1111111111111111,0.8888888888888888,1.625,0.8888888888888888,0.7777777777777778,0.2333333333333333,6,0.042,0.13,2020,5,1.0,0,3175101002,CIPAYUNG,CILANGKAP
30,30,1.0,0.3333333333333333,0.1428571428571428,0.1428571428571428,0.7142857142857143,6.666666666666667,0.4285714285714285,0.0,0.0999999999999999,9,0.143,0.095,2020,5,1.0,0,3171011005,GAMBIR,KEBON KELAPA
76,76,0.9787234042553192,0.6428571428571429,0.0,0.0666666666666666,0.9333333333333332,3.357142857142857,0.9333333333333332,0.6666666666666666,0.1999999999999999,39,0.075,0.114,2020,5,1.0,0,3171041003,SENEN,PASEBAN
20,20,1.0,0.875,0.0,0.5,0.5,1.25,4.0,0.5,0.15,26,0.122,0.202,2020,5,1.0,0,3175081003,MAKASAR,KEBON PALA
76,76,0.9,0.7222222222222222,0.1111111111111111,0.0555555555555555,0.8333333333333334,2.2222222222222223,1.0,0.3888888888888889,0.1944444444444444,23,0.019,0.046,2020,5,1.0,0,3172031002,KOJA,TUGU UTARA
47,47,0.9629629629629628,0.2857142857142857,0.1538461538461538,0.0,0.8461538461538461,3.857142857142857,0.5384615384615384,0.5384615384615384,0.2692307692307692,33,0.143,0.16,2020,5,1.0,0,3174041006,PASAR MINGGU,PEJATEN BARAT
31,31,1.0,0.8333333333333334,0.0769230769230769,0.2307692307692307,0.6923076923076923,2.0,0.4615384615384615,0.4615384615384615,0.1923076923076923,3,0.1,0.095,2020,5,1.0,0,3173011002,CENGKARENG,DURI KOSAMBI
60,60,1.0,0.5,0.2068965517241379,0.1034482758620689,0.6896551724137931,2.875,0.2758620689655172,0.5172413793103449,0.3,8,0.176,0.066,2020,5,1.0,0,3175071003,DUREN SAWIT,KLENDER
58,58,1.0,0.4166666666666667,0.0,0.0476190476190476,0.9523809523809524,2.083333333333333,0.5714285714285714,0.6666666666666666,0.1999999999999999,28,0.184,0.04,2020,5,1.0,0,3175011003,MATRAMAN,KAYU MANIS
133,133,0.9565217391304348,1.0,0.074074074074074,0.0185185185185185,0.9074074074074074,6.9,0.1851851851851851,0.3148148148148148,0.1462962962962962,30,0.072,0.109,2020,5,1.0,0,3172051002,PADEMANGAN,PADEMANGAN BARAT
34,34,0.9285714285714286,0.7,0.2,0.2,0.6,1.4,1.0,0.3,0.2299999999999999,44,0.122,0.056,2020,5,1.0,0,3172021004,TANJUNG PRIOK,SUNGAI BAMBU
47,47,1.0,1.0,0.0625,0.0625,0.875,6.75,0.25,0.5625,0.2124999999999999,35,0.112,0.06,2020,5,1.0,0,3172011004,PENJARINGAN,PEJAGALAN
88,88,0.9148936170212766,0.7142857142857143,0.1111111111111111,0.037037037037037,0.8518518518518519,3.357142857142857,0.5185185185185185,0.3703703703703703,0.1888888888888888,28,0.184,0.04,2020,5,1.0,0,3175011006,MATRAMAN,UTAN KAYU SELATAN
34,34,1.0,0.5714285714285714,0.125,0.125,0.75,1.5714285714285714,0.4375,0.375,0.1999999999999999,16,0.16,0.159,2020,5,1.0,0,3174051005,KEBAYORAN LAMA,GROGOL SELATAN
27,27,1.0,0.1428571428571428,0.0,0.375,0.625,1.7142857142857142,0.875,0.25,0.075,31,0.047,0.12,2020,5,1.0,0,3173071003,PALMERAH,KOTA BAMBU UTARA
29,29,1.0,0.6,0.2142857142857142,0.1428571428571428,0.6428571428571429,2.0,0.3571428571428571,0.2857142857142857,0.2357142857142857,36,0.219,0.177,2020,5,1.0,0,3174101005,PESANGGRAHAN,ULUJAMI
61,61,1.0,0.6428571428571429,0.1666666666666666,0.1666666666666666,0.6666666666666666,2.071428571428572,0.7777777777777778,0.4444444444444444,0.25,7,0.073,0.053,2020,5,1.0,0,3175091001,CIRACAS,CIRACAS
110,110,1.0,0.4545454545454545,0.0,0.0666666666666666,0.9333333333333332,7.636363636363637,0.7333333333333333,0.5333333333333333,0.16,18,0.067,0.168,2020,5,1.0,0,3172061002,KELAPA GADING,PEGANGSAAN DUA
48,48,1.0,0.625,0.0,0.1428571428571428,0.8571428571428571,3.25,0.5714285714285714,0.5714285714285714,0.1714285714285714,14,0.071,0.24,2020,5,1.0,0,3173061003,KALI DERES,TEGAL ALUR
38,38,0.9230769230769232,0.5,0.1052631578947368,0.1052631578947368,0.7894736842105263,2.1666666666666665,0.3157894736842105,0.5263157894736842,0.231578947368421,3,0.1,0.095,2020,5,1.0,0,3173011006,CENGKARENG,CENGKARENG TIMUR
82,82,0.979591836734694,0.5555555555555556,0.1666666666666666,0.0833333333333333,0.75,5.444444444444445,0.375,0.4583333333333333,0.2541666666666666,33,0.143,0.16,2020,5,1.0,0,3174041005,PASAR MINGGU,PEJATEN TIMUR
29,29,1.0,0.5,0.375,0.125,0.5,2.5,0.75,0.5,0.4125,16,0.16,0.159,2020,5,1.0,0,3174051006,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN
37,37,1.0,0.3333333333333333,0.2142857142857142,0.1428571428571428,0.6428571428571429,2.833333333333333,0.4285714285714285,0.3571428571428571,0.2571428571428571,8,0.176,0.066,2020,5,1.0,0,3175071002,DUREN SAWIT,PONDOK BAMBU
45,45,0.9,0.6666666666666666,0.0769230769230769,0.1538461538461538,0.7692307692307693,1.6666666666666667,0.9230769230769232,0.4615384615384615,0.1923076923076923,28,0.184,0.04,2020,5,1.0,0,3175011001,MATRAMAN,PISANGAN BARU
31,31,0.8,0.8888888888888888,0.0,0.1428571428571428,0.8571428571428571,1.6666666666666667,1.2857142857142858,0.5714285714285714,0.1714285714285714,15,0.043,0.33,2020,5,1.0,0,3174071009,KEBAYORAN BARU,GANDARIA UTARA
38,38,0.875,0.6666666666666666,0.0,0.1538461538461538,0.8461538461538461,1.7777777777777777,0.6923076923076923,0.6153846153846154,0.1846153846153846,37,0.111,0.087,2020,5,1.0,0,3175021005,PULO GADUNG,RAWAMANGUN
45,45,1.0,0.6923076923076923,0.0666666666666666,0.2666666666666666,0.6666666666666666,1.3076923076923077,0.8666666666666667,0.4,0.1666666666666666,11,0.06,0.078,2020,5,1.0,0,3174091001,JAGAKARSA,JAGAKARSA
55,55,1.0,0.8666666666666667,0.0434782608695652,0.1304347826086956,0.8260869565217391,1.1333333333333333,0.6521739130434783,0.5652173913043478,0.1999999999999999,4,0.279,0.163,2020,5,1.0,0,3174061003,CILANDAK,PONDOK LABU
85,85,0.95,0.68,0.15,0.0,0.85,1.6,1.25,0.3,0.195,44,0.122,0.056,2020,5,1.0,0,3172021002,TANJUNG PRIOK,SUNTER JAYA
27,27,1.0,0.3636363636363636,0.0,0.1428571428571428,0.8571428571428571,0.8181818181818182,1.5714285714285714,0.7142857142857143,0.2142857142857142,6,0.042,0.13,2020,5,1.0,0,3175101007,CIPAYUNG,LUBANG BUAYA
21,21,1.0,0.6666666666666666,0.125,0.25,0.625,1.1666666666666667,0.75,0.375,0.1999999999999999,17,0.086,0.169,2020,5,1.0,0,3173051003,KEBON JERUK,SUKABUMI SELATAN
22,22,1.0,1.0,0.1666666666666666,0.3333333333333333,0.5,1.0,1.3333333333333333,0.1666666666666666,0.1666666666666666,40,0.168,0.223,2020,5,1.0,0,3174021006,SETIA BUDI,PASAR MANGGIS
23,23,0.8888888888888888,1.0,0.4,0.0,0.6,2.25,0.4,0.3,0.37,8,0.176,0.066,2020,5,1.0,0,3175071007,DUREN SAWIT,PONDOK KOPI
16,16,0.8,0.0,0.125,0.0,0.875,1.6666666666666667,0.375,0.625,0.275,12,0.11,0.006,2020,5,1.0,0,3175031008,JATINEGARA,CIPINANG BESAR UTARA
60,60,1.0,0.2857142857142857,0.2666666666666666,0.1333333333333333,0.6,5.428571428571429,0.4666666666666667,0.2666666666666666,0.2666666666666666,13,0.134,0.136,2020,5,1.0,0,3171081002,JOHAR BARU,KAMPUNG RAWA
15,15,1.0,0.75,0.375,0.125,0.5,0.75,0.5,0.25,0.3374999999999999,36,0.219,0.177,2020,5,1.0,0,3174101001,PESANGGRAHAN,PESANGGRAHAN
19,19,1.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.5,0.0,0.2333333333333333,1,0.108,0.141,2020,5,1.0,0,3175061006,CAKUNG,UJUNG MENTENG
13,13,1.0,0.6,0.1666666666666666,0.3333333333333333,0.5,0.4,0.8333333333333334,0.1666666666666666,0.1666666666666666,36,0.219,0.177,2020,5,1.0,0,3174101004,PESANGGRAHAN,PETUKANGAN SELATAN
15,15,1.0,0.5,0.25,0.25,0.5,0.8333333333333334,1.5,0.5,0.3249999999999999,34,0.138,0.082,2020,5,1.0,0,3175051003,PASAR REBO,CIJANTUNG
33,33,1.0,0.5833333333333334,0.6,0.0,0.4,1.3333333333333333,2.4,0.2,0.48,4,0.279,0.163,2020,5,1.0,0,3174061005,CILANDAK,CIPETE SELATAN
64,64,1.0,0.4545454545454545,0.2857142857142857,0.0,0.7142857142857143,3.5454545454545454,0.7857142857142857,0.2857142857142857,0.2857142857142857,27,0.095,0.111,2020,5,1.0,0,3174031003,MAMPANG PRAPATAN,PELA MAMPANG
40,40,0.8823529411764706,0.5714285714285714,0.0,0.3333333333333333,0.6666666666666666,1.2142857142857142,1.5555555555555556,0.5555555555555556,0.1666666666666666,43,0.07,0.082,2020,5,1.0,0,3171071002,TANAH ABANG,BENDUNGAN HILIR
29,29,1.0,0.8333333333333334,0.0769230769230769,0.1538461538461538,0.7692307692307693,1.6666666666666667,0.4615384615384615,0.6153846153846154,0.2384615384615384,36,0.219,0.177,2020,5,1.0,0,3174101003,PESANGGRAHAN,PETUKANGAN UTARA
25,25,1.0,0.6666666666666666,0.0,0.1666666666666666,0.8333333333333334,1.1666666666666667,0.5,0.75,0.2249999999999999,31,0.047,0.12,2020,5,1.0,0,3173071004,PALMERAH,JATI PULO
36,36,1.0,0.75,0.0769230769230769,0.1538461538461538,0.7692307692307693,4.75,0.3076923076923077,0.2307692307692307,0.123076923076923,29,0.144,0.133,2020,5,1.0,0,3171061002,MENTENG,PEGANGSAAN
17,17,1.0,0.75,0.1666666666666666,0.3333333333333333,0.5,1.75,0.6666666666666666,0.1666666666666666,0.1666666666666666,10,0.122,0.242,2020,5,1.0,0,3173021002,GROGOL PETAMBURAN,TANJUNG DUREN UTARA
19,19,1.0,0.7142857142857143,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.7142857142857143,1.0,0.2857142857142857,0.1857142857142857,10,0.122,0.242,2020,5,1.0,0,3173021006,GROGOL PETAMBURAN,JELAMBAR BARU
14,14,1.0,1.0,0.2857142857142857,0.0,0.7142857142857143,2.5,0.2857142857142857,0.0,0.1999999999999999,24,0.1,0.089,2020,5,1.0,0,3175041001,KRAMAT JATI,KRAMAT JATI
37,37,0.9285714285714286,0.8571428571428571,0.25,0.0,0.75,2.0,0.4375,0.625,0.3625,3,0.1,0.095,2020,5,1.0,0,3173011005,CENGKARENG,KAPUK
34,34,1.0,0.75,0.1333333333333333,0.0,0.8666666666666667,3.75,0.2666666666666666,0.6666666666666666,0.2933333333333333,10,0.122,0.242,2020,5,1.0,0,3173021007,GROGOL PETAMBURAN,WIJAYA KUSUMA
22,22,1.0,0.5714285714285714,0.1111111111111111,0.0,0.8888888888888888,0.8571428571428571,0.7777777777777778,0.5555555555555556,0.2444444444444444,11,0.06,0.078,2020,5,1.0,0,3174091003,JAGAKARSA,CIGANJUR
80,80,1.0,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.6666666666666666,5.166666666666667,2.0,0.6666666666666666,0.3166666666666666,2,0.118,0.097,2020,5,1.0,0,3171051003,CEMPAKA PUTIH,RAWASARI
44,44,1.0,0.8333333333333334,0.15,0.25,0.6,3.0,0.3,0.4,0.2249999999999999,10,0.122,0.242,2020,5,1.0,0,3173021005,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN
24,24,1.0,0.0,0.2,0.0,0.8,3.5,0.1333333333333333,0.4666666666666667,0.2799999999999999,12,0.11,0.006,2020,5,1.0,0,3175031002,JATINEGARA,BIDARA CINA
19,19,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,3.0,1.3333333333333333,0.0,0.4666666666666666,40,0.168,0.223,2020,5,1.0,0,3174021002,SETIA BUDI,KARET SEMANGGI
29,29,0.8888888888888888,0.5,0.0,0.0714285714285714,0.9285714285714286,1.5,0.4285714285714285,0.2857142857142857,0.0857142857142857,20,0.05,0.207,2020,5,1.0,0,3173081006,KEMBANGAN,KEMBANGAN SELATAN
21,21,1.0,0.6666666666666666,0.0,0.25,0.75,3.333333333333333,0.375,0.625,0.1875,20,0.05,0.207,2020,5,1.0,0,3173081005,KEMBANGAN,JOGLO
34,34,1.0,0.6,0.0,0.4285714285714285,0.5714285714285714,1.7,1.4285714285714286,0.2857142857142857,0.0857142857142857,1,0.108,0.141,2020,5,1.0,0,3175061004,CAKUNG,CAKUNG TIMUR
29,29,0.8,0.5,0.0,0.2727272727272727,0.7272727272727273,1.25,0.7272727272727273,0.5454545454545454,0.1636363636363636,20,0.05,0.207,2020,5,1.0,0,3173081002,KEMBANGAN,MERUYA UTARA
28,28,1.0,0.3333333333333333,0.0,0.1764705882352941,0.8235294117647058,2.6666666666666665,0.1764705882352941,0.3529411764705882,0.1058823529411764,16,0.16,0.159,2020,5,1.0,0,3174051004,KEBAYORAN LAMA,GROGOL UTARA
25,25,1.0,0.6,0.1666666666666666,0.0833333333333333,0.75,1.6,0.4166666666666667,0.5833333333333334,0.2916666666666667,32,0.056,0.121,2020,5,1.0,0,3174081001,PANCORAN,PANCORAN
37,37,1.0,0.7,0.1,0.2,0.7,1.7,1.0,0.5,0.2199999999999999,33,0.143,0.16,2020,5,1.0,0,3174041001,PASAR MINGGU,PASAR MINGGU
18,18,0.8571428571428571,0.6666666666666666,0.25,0.25,0.5,2.333333333333333,0.375,0.125,0.2125,26,0.122,0.202,2020,5,1.0,0,3175081002,MAKASAR,PINANG RANTI
23,23,1.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.5555555555555556,1.0,0.5555555555555556,0.2444444444444444,16,0.16,0.159,2020,5,1.0,0,3174051003,KEBAYORAN LAMA,CIPULIR
11,11,1.0,1.0,0.2,0.2,0.6,2.0,0.4,0.6,0.3199999999999999,43,0.07,0.082,2020,5,1.0,0,3171071001,TANAH ABANG,GELORA
